datetime,cli_args,output_folder
2026-01-19 13:18:59,--RUN_NAME=tour_and_archive --FITNESS_SPEED=False --POPULATION_SIZE=10 --NUM_GENERATIONS=10 --TOURNAMENT=False,__data__/tour_and_archive_0006
2026-01-19 13:19:23,--RUN_NAME=tour_and_archive,__data__/tour_and_archive_0007
2026-01-19 13:20:50,--RUN_NAME=tour_and_archive,__data__/tour_and_archive_0008
2026-01-19 13:21:10,,__data__/run_0044
2026-01-19 13:22:52,,testing
2026-01-19 13:24:56,--FITNESS_SPEED=False,testing
2026-01-19 13:32:30,--FITNESS_SPEED=False,testing
2026-01-19 13:33:37,--FITNESS_SPEED=False,testing
2026-01-19 13:33:58,--FITNESS_SPEED=False,testing
2026-01-19 13:38:06,--FITNESS_SPEED=False,testing
2026-01-19 14:00:24,--NUM_GENERATIONS=10 --POPULATION_SIZE=10,testing
2026-01-19 14:07:45,--NUM_GENERATIONS=10 --POPULATION_SIZE=10,testing
2026-01-19 14:15:43,--NUM_GENERATIONS=10 --POPULATION_SIZE=10,testing
2026-01-19 14:19:19,--NUM_GENERATIONS=10 --POPULATION_SIZE=10,testing
2026-01-19 16:18:10,--POPULATION_SIZE=10 --NUM_GENERATIONS=3,__data__/run_0045
2026-01-19 16:18:41,--POPULATION_SIZE=10 --NUM_GENERATIONS=3,__data__/run_0046
2026-01-19 16:43:41,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 17:08:04,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 17:35:31,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 17:43:20,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 17:43:49,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 17:44:12,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 17:44:37,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 17:47:08,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 17:54:42,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 17:59:53,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 18:00:20,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 18:02:42,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 18:11:29,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --FITNESS_SPEED=False,__data__/testing
2026-01-19 18:16:24,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 18:19:48,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 19:20:01,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 19:27:41,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 19:29:17,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 19:38:17,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 19:38:38,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 19:41:39,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 19:44:52,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 19:47:54,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 19:49:36,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:04:39,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:17:27,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:24:45,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:28:22,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:28:56,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:30:49,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:33:09,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:34:48,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:38:59,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:40:21,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:44:24,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 20:44:52,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 23:37:24,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 23:46:18,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 23:48:31,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 23:55:36,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 23:55:52,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-19 23:57:00,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-20 00:06:00,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-20 00:06:43,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-20 00:08:48,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-20 00:09:25,--NUM_GENERATIONS=10 --POPULATION_SIZE=100 --FITNESS_SPEED=False,__data__/testing
2026-01-20 00:11:19,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 00:16:41,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 00:29:04,--RUN_NAME=tour_and_archive --FITNESS_SPEED=False --POPULATION_SIZE=10 --NUM_GENERATIONS=10 --TOURNAMENT=False,__data__/tour_and_archive_0001
2026-01-20 20:19:22,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:20:30,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:22:06,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:30:42,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:31:51,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:32:38,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:33:16,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:34:52,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:36:54,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:37:27,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:38:20,--NUM_GENERATIONS=10 --POPULATION_SIZE=100,__data__/testing
2026-01-20 20:38:29,--NUM_GENERATIONS=10 --POPULATION_SIZE=10,__data__/testing
2026-01-20 20:48:34,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-20 22:52:00,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-20 22:54:36,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-20 22:57:18,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-20 23:04:29,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-20 23:05:03,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-20 23:05:43,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 00:22:51,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 00:44:31,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 00:51:50,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 01:31:43,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:34:42,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:41:32,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:42:09,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:42:39,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:42:47,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:43:37,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:44:29,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:44:53,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:45:55,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:46:10,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:46:53,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:47:08,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:47:26,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:47:37,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:48:23,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:48:54,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 13:49:29,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:50:06,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:50:56,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:51:12,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:51:26,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:52:16,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:52:39,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:53:20,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:54:04,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:54:38,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:55:10,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:57:48,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 13:58:06,--NUM_GENERATIONS=10 --POPULATION_SIZE=500 --SEED=1,__data__/testing
2026-01-21 14:04:30,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:05:50,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:06:59,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:07:29,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:07:57,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:08:25,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:10:32,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:12:39,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:13:15,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:14:08,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:15:05,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:16:11,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:16:24,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:16:48,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:17:15,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:17:44,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:20:21,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:20:55,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:21:20,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:21:59,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:22:24,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:23:01,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:23:52,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:24:31,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:25:20,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:26:49,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:27:14,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:27:59,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:31:30,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:33:49,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:34:16,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:35:40,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --SEED=1,__data__/testing
2026-01-21 14:38:31,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=fuda,__data__/testing
2026-01-21 14:40:33,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=fuda,__data__/testing
2026-01-21 14:41:57,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=fuda,__data__/testing
2026-01-21 14:42:12,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 14:43:11,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 14:44:16,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 14:45:01,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 14:47:48,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 14:48:10,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 14:48:34,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 15:41:47,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 15:42:34,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 15:43:23,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk,__data__/testing
2026-01-21 16:00:53,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:11:18,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:13:18,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:18:19,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:19:29,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:21:48,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:25:16,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:26:21,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:26:56,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:27:33,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:28:49,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:29:23,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:30:59,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:32:40,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:33:50,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:34:44,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:49:32,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:50:26,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:51:33,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:52:08,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:52:48,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-21 22:54:01,--NUM_GENERATIONS=10 --POPULATION_SIZE=10 --NOVELTY_METHOD=ctk --FITNESS_SPEED=False,__data__/testing
2026-01-26 21:31:59,--POPULATION_SIZE=6 --NUM_GENERATIONS=3,__data__/run_0001
2026-01-26 21:34:53,--POPULATION_SIZE=6 --NUM_GENERATIONS=3,__data__/run_0002
2026-01-26 21:40:59,--POPULATION_SIZE=6 --NUM_GENERATIONS=3,__data__/run_0003
2026-01-26 21:42:50,--POPULATION_SIZE=6 --NUM_GENERATIONS=3,__data__/run_0004
2026-01-26 21:43:48,--POPULATION_SIZE=20 --NUM_GENERATIONS=3,__data__/run_0005
2026-01-26 21:47:01,--POPULATION_SIZE=20 --NUM_GENERATIONS=3,__data__/run_0006
2026-01-26 21:48:33,--POPULATION_SIZE=20 --NUM_GENERATIONS=3,__data__/run_0007
2026-01-26 21:51:53,--POPULATION_SIZE=20 --NUM_GENERATIONS=3,__data__/run_0008
2026-01-26 21:53:53,--POPULATION_SIZE=20 --NUM_GENERATIONS=3,__data__/run_0009
2026-01-27 10:49:17,--POPULATION_SIZE=4 --NUM_GENERATIONS=2 --FITNESS_SPEED=False,__data__/run_0010
2026-01-27 11:03:42,--POPULATION_SIZE=4 --NUM_GENERATIONS=3 --FITNESS_SPEED=False,__data__/run_0011
2026-01-27 11:23:25,--POPULATION_SIZE=100 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0012
2026-01-27 12:03:44,--POPULATION_SIZE=100 --NUM_GENERATIONS=100 --FITNESS_SPEED=False,__data__/run_0013
2026-01-27 17:54:21,--POPULATION_SIZE=4 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0014
